Deal ID,Company ID,Company Name,Description,Investor ID,Investor Name,Investor Status,Primary Investor Type,Preferred Industries,Investor HQ,Lead Partner,Lead/Sole,Deal No.,"Total Deal Size (million, USD)",Deal Size Status,Deal Type 1,Deal Class,Company City,Company Post Code,Company Country/Territory,Deal Status,Primary Industry Sector,Primary Industry Group,Primary Industry Code,Verticals,All Industries,Business Status,Financing Status
207516-34T,453525-76,Verkor,"Manufacturer of battery cells intended to increase the production of low-carbon batteries to meet the growing demand for electric vehicles. The company focuses on producing low-carbon batteries with a much smaller carbon footprint than traditional batteries, which shrinks the logistics footprint including emissions, providing businesses with relatively cheap batteries and using carbon-free electricity.",229052-53,Groupe IDEC,Active Investor,Real Estate,"Energy, Logistics, Pharmaceuticals and Biotechnology","Paris, France",Patrice Lafargue,No,4.0,245.93,Estimated,Early Stage VC,Venture Capital,Grenoble,38000.0,France,Completed,Business Products and Services (B2B),Commercial Products,Electrical Equipment,"CleanTech, Climate Tech",Electrical Equipment*,Generating Revenue,Venture Capital-Backed
207516-34T,453525-76,Verkor,"Manufacturer of battery cells intended to increase the production of low-carbon batteries to meet the growing demand for electric vehicles. The company focuses on producing low-carbon batteries with a much smaller carbon footprint than traditional batteries, which shrinks the logistics footprint including emissions, providing businesses with relatively cheap batteries and using carbon-free electricity.",56852-11,Sibanye-Stillwater,Active Investor,Corporation,"Metals, Minerals and Mining","Weltevreden Park, South Africa",Neal Froneman,No,4.0,245.93,Estimated,Early Stage VC,Venture Capital,Grenoble,38000.0,France,Completed,Business Products and Services (B2B),Commercial Products,Electrical Equipment,"CleanTech, Climate Tech",Electrical Equipment*,Generating Revenue,Venture Capital-Backed
208829-08T,266019-58,Artifakt,"Developer of cloud application tools designed to deploy, run, and manage website projects with modern cloud infrastructures and automation. The company's tools assist developers to configure environments in just a few clicks and automate platforms, enabling developers to focus on writing, testing, improving, and deploying code.",229931-83,Alexis Bonillo,Former Investor,Angel (individual),"Consumer Non-Durables, Software","Paris, France",Alexis Bonillo,No,6.0,,,Later Stage VC,Venture Capital,Paris,75002.0,France,Completed,Information Technology,Software,Business/Productivity Software,"CloudTech & DevOps, SaaS",Business/Productivity Software*; Automation/Workflow Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",501372-82,Anshul Gupta,Active Investor,Angel (individual),,"Mumbai, India",Anshul Gupta,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",513169-03,Ashok Kakani,Active Investor,Angel (individual),,"Paris, France",Ashok Kakani,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",277215-85,Clément Buyse,Active Investor,Angel (individual),Software,"Paris, France",Clément Buyse,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",513169-30,David Cross,Active Investor,Angel (individual),,"Sydney, Australia",David Cross,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",266924-08,Jonathan Benhamou,Active Investor,Angel (individual),"Services (Non-Financial), Software",,Jonathan Benhamou,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",51022-00,Kima Ventures,Active Investor,Venture Capital,"Aerospace and Defense, Apparel and Accessories, Application Software, Automation/Workflow Software, Beverages, BPO/Outsource Services, Business Equipment and Supplies, Business/Productivity Software, Casinos and Gaming, Communication Software, Connectivity Products, Consulting Services (B2B), Database Software, Education and Training Services (B2B), Educational and Training Services (B2C), Educational Software, Electronic Components, Electronic Equipment and Instruments, Electronics (B2C), Entertainment Software, Environmental Services (B2B), Fiberoptic Equipment, Financial Software, Food Products, Hotels and Resorts, Household Appliances, Human Capital Services, Internet Retail, Internet Software, IT Services, Legal Services (B2B), Leisure Facilities, Logistics, Managed Care, Media, Media and Information Services (B2B), Medical Records Systems, Medical Supplies, Monitoring Equipment, Multimedia and Design Software, Network Management Software, Office Services (B2B), Other Business Products and Services, Other Capital Markets/Institutions, Other Chemicals and Gases, Other Commercial Products, Other Commercial Services, Other Communications and Networking, Other Consumer Products and Services, Other Containers and Packaging, Other Devices and Supplies, Other Energy Services, Other Financial Services, Other Hardware, Other Healthcare, Other Healthcare Technology Systems, Other Information Technology, Other Restaurants, Hotels and Leisure, Other Retail, Other Services (B2C Non-Financial), Other Software, Other Transportation, Personal Products, Real Estate Services (B2C), Restaurants and Bars, Security Services (B2B), Social/Platform Software, Software Development Applications, Specialized Finance, Specialty Retail, Telecommunications Service Providers, Transportation, Vertical Market Software, Wireless Communications Equipment, Wireless Service Providers","Paris, France",Alexis Robert,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",513169-21,Olivier Selignan,Active Investor,Angel (individual),,,Olivier Selignan,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",513169-12,Scott Blandford,Active Investor,Angel (individual),,,Scott Blandford,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
208066-06T,513051-22,Trout (Network Management Software),"Developer of a security platform designed to act as a bridge between products. The company's platform helps to automate software vulnerability investigations, leverage data from across providers and technologies, query cloud, endpoint and SaaS configuration services and create compelling investigations, enabling businesses to access, analyze, transform and automate data across changing footprints.",494358-85,Ty Sbano,Active Investor,Angel (individual),,"Covina, CA",Ty Sbano,No,1.0,,,Early Stage VC,Venture Capital,Paris,75012.0,France,Completed,Information Technology,Software,Network Management Software,"Cybersecurity, SaaS",Network Management Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
184127-86T,484352-47,VoltAero,"Manufacturer of electric aircraft intended to provide safe, quiet, efficient, and eco-friendly flight. The company's aircraft offers a capable and reliable general aviation platform for private owners, air taxi or charter companies, commercial flights for point-to-point regional travel, and for use in other utilities, enabling clients to enter into a new era of electric flights.",482537-62,Tesi Aeronautics,Active Investor,Corporation,,"Cicerale, Italy",Luigi Punzo,Yes,5.0,31.47,Actual,Early Stage VC,Venture Capital,Saint Agnant,17620.0,France,Completed,Business Products and Services (B2B),Commercial Products,Aerospace and Defense,"CleanTech, Climate Tech, Industrials, Manufacturing",Aerospace and Defense*,Generating Revenue,Venture Capital-Backed
207166-51T,512409-97,Jeudimerci,"Developer of an online platform designed to send rewards and e-gifts for customer engagement and business development. The company's platform offers online and offline marketing services for goods delivery and business development through centralized gifting outreach touches and automates the delivery of gifts to customers and employees on a timely basis, enabling businesses to send gifts and create opportunities through brand experience.",58004-02,Bpifrance,Active Investor,Sovereign Wealth Fund,"Apparel and Accessories, Commercial Products, Commercial Services, Communications and Networking, Consumer Non-Durables, Energy Equipment, Exploration, Production and Refining, Insurance, Media, Other Information Technology, Pharmaceuticals and Biotechnology, Restaurants, Hotels and Leisure, Retail, Software","Paris, France",Joséphine Marie,No,2.0,2.94,Actual,Early Stage VC,Venture Capital,Grenoble,38000.0,France,Completed,Business Products and Services (B2B),Commercial Services,Other Commercial Services,SaaS,Other Commercial Services*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
206831-98T,267537-61,Qantev,"Operator of a health claims platform intended to harness the power of artificial intelligence in insurer claims operations. The company's platform uses a proprietary algorithm to optimize how insurers configure their provider network and identify suitable players and also helps health insurers across the world to limit claims leakage at unprecedented levels, enabling businesses to get insight from historical claims data, make data-driven decisions and build an impactful business strategy.",11170-63,Elaia Partners,Active Investor,Venture Capital,"Biotechnology, Business Products and Services (B2B), Software","Paris, France",Anne-Sophie Carrese,No,7.0,9.78,Actual,Early Stage VC,Venture Capital,Paris,75009.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HealthTech",Business/Productivity Software*; Other Healthcare Technology Systems; Financial Software,Generating Revenue,Venture Capital-Backed
206831-98T,267537-61,Qantev,"Operator of a health claims platform intended to harness the power of artificial intelligence in insurer claims operations. The company's platform uses a proprietary algorithm to optimize how insurers configure their provider network and identify suitable players and also helps health insurers across the world to limit claims leakage at unprecedented levels, enabling businesses to get insight from historical claims data, make data-driven decisions and build an impactful business strategy.",10334-35,Omnes Capital,Active Investor,PE/Buyout,"Commercial Products, Commercial Services, Communications and Networking, Computer Hardware, Healthcare Devices and Supplies, Healthcare Services, Other Energy, Pharmaceuticals and Biotechnology, Semiconductors, Software","Paris, France",Michel de Lempdes,Yes,7.0,9.78,Actual,Early Stage VC,Venture Capital,Paris,75009.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HealthTech",Business/Productivity Software*; Other Healthcare Technology Systems; Financial Software,Generating Revenue,Venture Capital-Backed
206806-15T,169137-28,Shippeo,"Developer of a supply chain platform designed for real-time and multimodal transportation visibility. The company's platform integrates with transportation management systems, telematics products, and electronic logging device technology among other data sources to give real-time location data, delivery tracking, and a proprietary algorithm to calculate a shipment's estimated time of arrival, enabling companies to lower the transportation costs, increase customer satisfaction, and achieve more sustainable operations.",10052-20,Battery Ventures,Active Investor,Growth/Expansion,"Communications and Networking, Computer Hardware, Consumer Durables, Consumer Non-Durables, Human Capital Services, IT Services, Other Commercial Services, Other Information Technology, Restaurants, Hotels and Leisure, Semiconductors, Software","Boston, MA",Michael Brown,No,10.0,39.26,Actual,Later Stage VC,Venture Capital,Paris,75010.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, Mobility Tech, SaaS, Supply Chain Tech",Business/Productivity Software*; Logistics,Generating Revenue,Venture Capital-Backed
206806-15T,169137-28,Shippeo,"Developer of a supply chain platform designed for real-time and multimodal transportation visibility. The company's platform integrates with transportation management systems, telematics products, and electronic logging device technology among other data sources to give real-time location data, delivery tracking, and a proprietary algorithm to calculate a shipment's estimated time of arrival, enabling companies to lower the transportation costs, increase customer satisfaction, and achieve more sustainable operations.",11410-03,ETF Partners,Active Investor,Venture Capital,"Agriculture, Business Products and Services (B2B), Energy, Information Technology, Other Materials","London, United Kingdom",Remy de Tonnac,No,10.0,39.26,Actual,Later Stage VC,Venture Capital,Paris,75010.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, Mobility Tech, SaaS, Supply Chain Tech",Business/Productivity Software*; Logistics,Generating Revenue,Venture Capital-Backed
206806-15T,169137-28,Shippeo,"Developer of a supply chain platform designed for real-time and multimodal transportation visibility. The company's platform integrates with transportation management systems, telematics products, and electronic logging device technology among other data sources to give real-time location data, delivery tracking, and a proprietary algorithm to calculate a shipment's estimated time of arrival, enabling companies to lower the transportation costs, increase customer satisfaction, and achieve more sustainable operations.",11255-50,NGP Capital,Active Investor,Venture Capital,"Communications and Networking, Software","Palo Alto, CA",Bo Ilsøe,No,10.0,39.26,Actual,Later Stage VC,Venture Capital,Paris,75010.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, Mobility Tech, SaaS, Supply Chain Tech",Business/Productivity Software*; Logistics,Generating Revenue,Venture Capital-Backed
206806-15T,169137-28,Shippeo,"Developer of a supply chain platform designed for real-time and multimodal transportation visibility. The company's platform integrates with transportation management systems, telematics products, and electronic logging device technology among other data sources to give real-time location data, delivery tracking, and a proprietary algorithm to calculate a shipment's estimated time of arrival, enabling companies to lower the transportation costs, increase customer satisfaction, and achieve more sustainable operations.",11268-55,Partech,Active Investor,Venture Capital,"Communications and Networking, Healthcare Devices and Supplies, Healthcare Technology Systems, Media, Other Business Products and Services, Other Consumer Products and Services, Other Financial Services, Other Healthcare, Other Information Technology, Pharmaceuticals and Biotechnology, Software","Paris, France",Philippe Collombel,No,10.0,39.26,Actual,Later Stage VC,Venture Capital,Paris,75010.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, Mobility Tech, SaaS, Supply Chain Tech",Business/Productivity Software*; Logistics,Generating Revenue,Venture Capital-Backed
214812-19T,61963-66,Inotrem,"Developer of novel therapeutics designed to treat inflammatory diseases. The company's therapeutics focus on targeted immunotherapy for acute and chronic inflammatory syndromes and have strong expertise in the biology of the triggering receptor, enabling healthcare professionals to focus on critical care and treat patients with acute and chronic inflammatory conditions.",14188-06,Fountain Healthcare Partners,Active Investor,Venture Capital,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology","Dublin, Ireland",Ena Prosser,No,5.0,16.61,Actual,Later Stage VC,Venture Capital,Paris,75008.0,France,Completed,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,Life Sciences,Drug Discovery*; Biotechnology,Clinical Trials - Phase 2,Venture Capital-Backed
206625-52T,467639-38,Beebs,"Developer and operator of a social marketplace designed to help parents buy and resell their baby items. The company's platform facilitates the buying and selling of second-hand baby products, cheaply and sustainably, enabling young moms and dads to both buy and resell baby items reliably to other parents.",57664-81,Citizen Capital,Former Investor,Impact Investing,"Other Energy, Other Healthcare, Software","Paris, France",Olivier Mougenot,No,5.0,5.86,Actual,Early Stage VC,Venture Capital,Hem,59510.0,France,Completed,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),"E-Commerce, Mobile",Other Services (B2C Non-Financial)*; Accessories; Clothing,Generating Revenue,Venture Capital-Backed
206625-52T,467639-38,Beebs,"Developer and operator of a social marketplace designed to help parents buy and resell their baby items. The company's platform facilitates the buying and selling of second-hand baby products, cheaply and sustainably, enabling young moms and dads to both buy and resell baby items reliably to other parents.",52196-50,ISAI,Former Investor,Venture Capital,"Business Products and Services (B2B), Healthcare Services, Other Information Technology, Software, Telecommunications Service Providers","Paris, France",Jean-David Chamboredon,No,5.0,5.86,Actual,Early Stage VC,Venture Capital,Hem,59510.0,France,Completed,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),"E-Commerce, Mobile",Other Services (B2C Non-Financial)*; Accessories; Clothing,Generating Revenue,Venture Capital-Backed
206625-52T,467639-38,Beebs,"Developer and operator of a social marketplace designed to help parents buy and resell their baby items. The company's platform facilitates the buying and selling of second-hand baby products, cheaply and sustainably, enabling young moms and dads to both buy and resell baby items reliably to other parents.",58111-93,Mercari,Former Investor,Corporation,"Internet Retail, Other Consumer Products and Services, Other Retail, Specialty Retail","Palo Alto, CA",Hirohisa Tamonoki,No,5.0,5.86,Actual,Early Stage VC,Venture Capital,Hem,59510.0,France,Completed,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),"E-Commerce, Mobile",Other Services (B2C Non-Financial)*; Accessories; Clothing,Generating Revenue,Venture Capital-Backed
188651-98T,267151-96,Boxy (Department Stores),"Developer of an autonomous convenience store technology designed to provide quick and easy access to essential daily products. The company's technology permits any retailer to augment their store experience and uses privacy-based tracking, product recognition, and transaction attribution, which offers a queue-less experience to customers, enabling retailers to maximize loss prevention, optimize stock management, and increase profitability.",60026-68,CapHorn Invest,Active Investor,Venture Capital,"Business Products and Services (B2B), Energy, Healthcare, Software","Paris, France",Clara Audry,No,5.0,8.79,Actual,Early Stage VC,Venture Capital,Ivry-sur-Seine,94200.0,France,Completed,Consumer Products and Services (B2C),Retail,Department Stores,Artificial Intelligence & Machine Learning,Department Stores*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
188651-98T,267151-96,Boxy (Department Stores),"Developer of an autonomous convenience store technology designed to provide quick and easy access to essential daily products. The company's technology permits any retailer to augment their store experience and uses privacy-based tracking, product recognition, and transaction attribution, which offers a queue-less experience to customers, enabling retailers to maximize loss prevention, optimize stock management, and increase profitability.",148770-82,Phoenix Court,Active Investor,Venture Capital,"Apparel and Accessories, Commercial Products, Commercial Services, Consumer Durables, Financial Services, Healthcare, Media, Retail, Semiconductors, Software, Transportation","London, United Kingdom",George Henry,No,5.0,8.79,Actual,Early Stage VC,Venture Capital,Ivry-sur-Seine,94200.0,France,Completed,Consumer Products and Services (B2C),Retail,Department Stores,Artificial Intelligence & Machine Learning,Department Stores*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
188651-98T,267151-96,Boxy (Department Stores),"Developer of an autonomous convenience store technology designed to provide quick and easy access to essential daily products. The company's technology permits any retailer to augment their store experience and uses privacy-based tracking, product recognition, and transaction attribution, which offers a queue-less experience to customers, enabling retailers to maximize loss prevention, optimize stock management, and increase profitability.",52774-75,Serena (Paris),Active Investor,Venture Capital,"Commercial Services, Consumer Durables, Energy, Healthcare, Movies, Music and Entertainment, Software","Paris, France",Olivier Martret,Yes,5.0,8.79,Actual,Early Stage VC,Venture Capital,Ivry-sur-Seine,94200.0,France,Completed,Consumer Products and Services (B2C),Retail,Department Stores,Artificial Intelligence & Machine Learning,Department Stores*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
194597-11T,175726-36,Outsight,"Developer of spatial intelligence software designed to track the motion of people and vehicles using 3D light detection and ranging data. The company's technology offers transportation hubs like airports, and train stations but also sports venues, road infrastructures, and industrial sites get access to accurate and anonymous intelligence data, enabling clients to improve operations and increase safety and security.",53844-49,Aéroports de Paris,Active Investor,Corporation,"Air, Office Services (B2B), Other Commercial Services, Other Services (B2C Non-Financial), Other Transportation, Real Estate Services (B2C)","Tremblay-en-France, France",Edward Arkwright,No,5.0,21.49,Actual,Early Stage VC,Venture Capital,Paris,75006.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Internet of Things, SaaS",Business/Productivity Software*; Other Hardware,Generating Revenue,Venture Capital-Backed
194597-11T,175726-36,Outsight,"Developer of spatial intelligence software designed to track the motion of people and vehicles using 3D light detection and ranging data. The company's technology offers transportation hubs like airports, and train stations but also sports venues, road infrastructures, and industrial sites get access to accurate and anonymous intelligence data, enabling clients to improve operations and increase safety and security.",58004-02,Bpifrance,Active Investor,Sovereign Wealth Fund,"Apparel and Accessories, Commercial Products, Commercial Services, Communications and Networking, Consumer Non-Durables, Energy Equipment, Exploration, Production and Refining, Insurance, Media, Other Information Technology, Pharmaceuticals and Biotechnology, Restaurants, Hotels and Leisure, Retail, Software","Paris, France",Adrien Muller,Yes,5.0,21.49,Actual,Early Stage VC,Venture Capital,Paris,75006.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Internet of Things, SaaS",Business/Productivity Software*; Other Hardware,Generating Revenue,Venture Capital-Backed
194597-11T,175726-36,Outsight,"Developer of spatial intelligence software designed to track the motion of people and vehicles using 3D light detection and ranging data. The company's technology offers transportation hubs like airports, and train stations but also sports venues, road infrastructures, and industrial sites get access to accurate and anonymous intelligence data, enabling clients to improve operations and increase safety and security.",152468-56,Energy Innovation Capital,Active Investor,Venture Capital,"Commercial Products, Energy, Information Technology","Orinda, CA",Kevin Skillern,Yes,5.0,21.49,Actual,Early Stage VC,Venture Capital,Paris,75006.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Internet of Things, SaaS",Business/Productivity Software*; Other Hardware,Generating Revenue,Venture Capital-Backed
194597-11T,175726-36,Outsight,"Developer of spatial intelligence software designed to track the motion of people and vehicles using 3D light detection and ranging data. The company's technology offers transportation hubs like airports, and train stations but also sports venues, road infrastructures, and industrial sites get access to accurate and anonymous intelligence data, enabling clients to improve operations and increase safety and security.",60054-85,Société de Participation et de Gestion,Active Investor,Family Office,"Electronic Equipment and Instruments, Energy Services, Logistics, Software, Telecommunications Service Providers","Brussels, Belgium",Stephane Ryelandt,No,5.0,21.49,Actual,Early Stage VC,Venture Capital,Paris,75006.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Internet of Things, SaaS",Business/Productivity Software*; Other Hardware,Generating Revenue,Venture Capital-Backed
255885-49T,331798-24,AQEMIA,"Developer of a drug discovery platform designed to discover new drugs for specific therapeutic targets. The company's platform combines machine learning and quantum-inspired statistical mechanics algorithms to generate lead-like molecules for a given target, enabling researchers to efficiently and accurately predict the affinity between drug candidates and therapeutic targets.",58004-02,Bpifrance,Active Investor,Sovereign Wealth Fund,"Apparel and Accessories, Commercial Products, Commercial Services, Communications and Networking, Consumer Non-Durables, Energy Equipment, Exploration, Production and Refining, Insurance, Media, Other Information Technology, Pharmaceuticals and Biotechnology, Restaurants, Hotels and Leisure, Retail, Software","Paris, France",Laurent Higueret,Yes,7.0,19.56,Actual,Early Stage VC,Venture Capital,Paris,75015.0,France,Completed,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,"Artificial Intelligence & Machine Learning, HealthTech, LOHAS & Wellness",Drug Discovery*,Startup,Venture Capital-Backed
255885-49T,331798-24,AQEMIA,"Developer of a drug discovery platform designed to discover new drugs for specific therapeutic targets. The company's platform combines machine learning and quantum-inspired statistical mechanics algorithms to generate lead-like molecules for a given target, enabling researchers to efficiently and accurately predict the affinity between drug candidates and therapeutic targets.",11180-08,Eurazeo,Active Investor,PE/Buyout,"Commercial Services, Consumer Non-Durables, Energy, Healthcare, Media, Other Financial Services, Retail, Services (Non-Financial), Software, Telecommunications Service Providers","Paris, France",Antoine Zins,No,7.0,19.56,Actual,Early Stage VC,Venture Capital,Paris,75015.0,France,Completed,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,"Artificial Intelligence & Machine Learning, HealthTech, LOHAS & Wellness",Drug Discovery*,Startup,Venture Capital-Backed
206369-29T,510647-14,Fincome,"Developer of business intelligence and planning platform designed to provide valuable insights by connecting existing tools to automatically aggregate data. The company's platform provides digital business leaders with real-time key performance indexes and forecasts, resulting from a cross-functional approach, enabling businesses in the digital ecosystem to accelerate their growth and ensure their sustainability.",510652-54,Julian Kabab,Active Investor,Angel (individual),,"Paris, France",Julian Kabab,No,1.0,0.98,Actual,Early Stage VC,Venture Capital,Champigny-sur-Marne,94500.0,France,Completed,Information Technology,Software,Business/Productivity Software,SaaS,Business/Productivity Software*; Media and Information Services (B2B),Generating Revenue,Venture Capital-Backed
206369-29T,510647-14,Fincome,"Developer of business intelligence and planning platform designed to provide valuable insights by connecting existing tools to automatically aggregate data. The company's platform provides digital business leaders with real-time key performance indexes and forecasts, resulting from a cross-functional approach, enabling businesses in the digital ecosystem to accelerate their growth and ensure their sustainability.",483979-06,Rodolphe Ardant,Active Investor,Angel (individual),,"Paris, France",Rodolphe Ardant,No,1.0,0.98,Actual,Early Stage VC,Venture Capital,Champigny-sur-Marne,94500.0,France,Completed,Information Technology,Software,Business/Productivity Software,SaaS,Business/Productivity Software*; Media and Information Services (B2B),Generating Revenue,Venture Capital-Backed
206324-74T,442596-79,Wormsensing,"Developer of vibration sensor technology intended to reduce the cost of ownership of diagnosis or monitoring environments. The company's technology is based on a vibration detection system, capable of operating even in extreme conditions combining the field of flexible electronics with microelectronics, enabling clients to have access to vibration information and installation diagnosis.",11218-78,Innovacom (Paris),Active Investor,Venture Capital,"Agriculture, Energy Equipment, Energy Services, Exploration, Production and Refining, Healthcare Devices and Supplies, Healthcare Technology Systems, Software, Utilities","Paris, France",Frederic Humbert,Yes,2.0,3.43,Actual,Early Stage VC,Venture Capital,Grenoble,38000.0,France,Completed,Information Technology,Computer Hardware,Electronic Equipment and Instruments,,Electronic Equipment and Instruments*,Startup,Venture Capital-Backed
206324-74T,442596-79,Wormsensing,"Developer of vibration sensor technology intended to reduce the cost of ownership of diagnosis or monitoring environments. The company's technology is based on a vibration detection system, capable of operating even in extreme conditions combining the field of flexible electronics with microelectronics, enabling clients to have access to vibration information and installation diagnosis.",268338-25,KBC Focus Fund,Active Investor,Venture Capital,"Communications and Networking, Healthcare Devices and Supplies, Healthcare Technology Systems","Brussels, Belgium",Nuno Carvalho,Yes,2.0,3.43,Actual,Early Stage VC,Venture Capital,Grenoble,38000.0,France,Completed,Information Technology,Computer Hardware,Electronic Equipment and Instruments,,Electronic Equipment and Instruments*,Startup,Venture Capital-Backed
206232-67T,510582-16,The Oasis House,"Operator of the offsite experience platform intended to design group offsites to be fun, challenging and engaging to improve team bonding. The company offers homes that are designed to conduct creative work and promote team building, learning and communication, enabling businesses to develop team bonding and increase work efficiency.",290324-62,Otium Capital,Active Investor,Family Office,"Beverages, Business Products and Services (B2B), Energy, Food Products, Healthcare, Information Technology, Real Estate Services (B2C), Retail","Paris, France",Pierre-Edouard Sterin,No,1.0,6.86,Estimated,Early Stage VC,Venture Capital,Paris,45074.0,France,Completed,Business Products and Services (B2B),Commercial Services,Other Commercial Services,,Other Commercial Services*,Generating Revenue,Venture Capital-Backed
